Dates,Localisation,ESR,Type,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-23,Paris St Lazare,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,Miramas,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,Les Tines,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,Volvic,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-05,Le Havre,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,Yvetot,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,Dijon Ville,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,Gallargues,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,Entre Maromme et Malaunay,non,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,St Etienne Carnot,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-07,Laval,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,Entre La Forest et Kerhuon,oui,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,Loos en Gohelle,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,Bordeaux St Jean,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,Miramas,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,Modane,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,Trappes,non,Point limite d’un pantographe dépassé par une circulation électrique,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,Batignolles,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11,Nuits St Georges,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,Lens Dépôt,non,Collision par prise en écharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-24,Toulouse Raynal,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Goussainville,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Corbeil Essonnes,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,Lyon,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,Maisons Alfort Alfortville,non,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,Colayrac,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,Brives la Gaillarde,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Etampes,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,Clermont Ferrand,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-18,Culoz,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,Tende,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,Gare de Champagne,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,Gare de Paris St Lazare,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,Vestric,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,Bordeaux Technicentre,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,Lyon Brotteaux,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,Le Pouzin,non,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,Lussac les Chateaux,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,Vénissieux,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-14,Lyon Part Dieu,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,Tourcoing,non,Composition non conforme,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,Brive,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,Strasbourg,oui,Arrêt hors de quai de tout ou partie d’un train de voyageurs,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,Hourcade,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,Entre Avoise PL et Noyen PL,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,Perpignan,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,St Etienne Chateaucreux,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10,Rennes,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-27,Laifour,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,Saintes,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-25,Entre Paris St Lazare et Valognes,non,Composition non conforme,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,Bourget Triage,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-28,Quimper,non,Déshuntage,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,Noisy faisceau banlieue,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-28,Aramons,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-16,Le Plant Champigny,oui,Acte de malveillance,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-07,TOURS,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-08,MIRAMAS,non,Défaut ayant conduit à un risque grave,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-14,ANGERVILLE,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-06,CAVAILLON,non,Mise en œuvre de travaux en dehors du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-26,LYON,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-22,NEUVY SUR LOIRE,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-24,BETTEMBOURG,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-26,CLAYE-SOUILLY,non,Incident de frein,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-05,MARSEILLE,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-05,HENDAYE,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-20,HENDAYE,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-22,Paris-Rive-Gauche,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-09,RIXHEIM,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24,ALLIBAUDIERES,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24,BUZY EN BEARN,oui,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,BIOT,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,VIERZON,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-19,GEVREY,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,SAINT GERMAIN LA MONTAGNE,oui,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,ECULLY LA DEMI LUNE,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,LA ROCHELLE,non,Collision contre un obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12,SAINT JORY,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-17,LIMOUSIN,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-20,PROVENCE ALPES COTE D'AZURE,oui,Dégagement de fumée sur matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28,PERIGNEUX,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,AILLY sur NOYE,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-04,PERPIGNAN,oui,Autorisation de franchissement sans vérification,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,PARIS SAINT LAZARE,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,ETIVAL CLAIREFONTAINE,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-26,ORLEANS,oui,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,ENTRE TARARE et ROANNE,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,BONNIERES,oui,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,TOURS,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,INFRAPOLE RHODANIEN,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,BRIANCON,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-04,MURAT,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,NANCY,oui,Non conformité du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07,Entre BOURG EN BRESSE et BELLEGARDE,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,PARIS BERCY,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,ROUNTZENHEIM,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,PORT LA NOUVELLE,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,LOISON SOUS LENS,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-12,Entre EVREUX et BRUEIL,oui,Intempéries,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,LA BRIDOIRE,oui,Intempéries,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,LA ROCHE SUR YON,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,ESTIVAUX,oui,Intempéries,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,ENTRE CLION ET PONS,oui,Intempéries,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,MIRIBEL,non,Dégagement intempestif du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-25,VICHY,oui,Mise en œuvre de travaux en dehors du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,ARLES,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-24,NIMES,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,CHAMBERY,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23,THERVAY,non,Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-27,SAINT ROCH,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-26,ENTRE ROQUEFORT ET MONT DE MARSAN,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,BUSSURELLE,non,Electrisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19,NARBONNE,non,Matières dangereuses,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-05,LIMOGES,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24,SOTTEVILLE,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-03,AMBERIEU,oui,Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-12,entre COMPIEGNE et REMY,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02,LA BASTIDE SAINT LAURENT,oui,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,Bois Colombes,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02,La Gouesnière Cancale,oui,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,Tourcoing,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,Entre Monterolier et Motteville,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,Lerouville,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,Mouchard,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,La Roche sur Yon,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,Petit Thérain,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,Ruffec,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07,Woippy,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-28,Ambérieu,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Trappes,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Brétigny,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Entre Veauche et Montrond les Bains,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-06,Pont à Vendin,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Avignon Fontcouverte,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-06,Sibelin,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,Béziers Capiscol,non,Appareil de voie mal disposé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,Le Mans Dépôt,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,St André le Gaz,non,Dégagement de fumée sur matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,Fos Viguerat,non,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,Bourg en Bresse,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,Blanc Mesnil,oui,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,Coolus,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,St Priest,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,Uckange,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,Lille Délivrance,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,Lyon Part Dieu,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,Jouy,oui,Expédition sans ordre,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,Entre Grand Combe-La Pise et Alès,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,Tarare,non,Dégagement intempestif du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,Dannes Camiers,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,Avignon,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,Lille Délivrance,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,Savenay,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10,St Maixent,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,Lens,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,Entre Puyoo et le tunnel de Habbas,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-15,DUNKERQUE,non,Quasi accident de travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,Blainville,non,Dérangement des installations de sécurité,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-16,Creil,oui,reception sur voie non équipée,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,Calais,oui,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,Montanay,non,Présence de voyageurs sur voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,Verberie,non,Mise en œuvre de travaux en dehors du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,Joué les tours,non,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,Langon,oui,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,Villiers sur Marne,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,Périgueux,non,Engagement de gabarit suite à désemparement de pièce,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,Lyon Saint-Exupery,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-20,ARCHES,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25,ENTRE MORMANT ET NANGIS,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,HAUSBERGEN,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27,DOCELLES,non,Collision contre un obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,VAISE,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-17,ALBERTVILLE,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,OURCQ,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15,BOURG SAINT MAURICE,non,Collision avec enfoncement de heurtoir,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,TRANCHEE EST DU TUNNEL DE PUY-RICHARD,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16,NIMES,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,Blainville,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-19,Thionville,non,Accident de marchandise dangereuse,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,Entre la Suze et Voivres,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,PRS 31 Plessis,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,Saincaze,oui,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,Aix les Bains,oui,Arrêt hors de quai de tout ou partie d’un train de voyageurs,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-26,Les Vallees,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,Entre Pontgouin et Courville,non,Engagement de gabarit suite à désemparement de pièce,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,Au Pas des Lanciers,non,Accident de marchandise dangereuse,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,Frontignan,non,Dégagement de fumée sur matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-30,JARVILLE,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28,VENISSIEUX,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-03,ENTRE TREMENTINES ET CHOLET,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-25,ENTRE BELLEVILLE VENDEE ET L'HEBERGEMENT,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-10,CHARS,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-20,METZ-VILLE,non,Pénétration intempestive sur domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-02,MARANVILLE,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,VITRY LE FRANCOIS,non,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-21,CHAMBERY,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-06,THIONVILLE,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-12,CHAPEAUROUX,oui,Erreur grave de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15,PERRIGNY,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-20,IVRY SUR SEINE,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,SAINT OUEN L'AUMONE - BIF DE LIESSE,oui,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-18,BELLEVILLE,non,Acte de malveillance,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05,LYON PART DIEU,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-20,BORDEAUX,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-22,ENTRE LES QUATRE ROUTES ET TURENNE,non,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,BRETIGNY,non,Expédition sans ordre,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,BORDEAUX,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-17,PELTRE,non,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-06,BEZIERS,oui,Erreur grave de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-06,MACON,non,Collision avec enfoncement de heurtoir,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-08,MUSEE D'ORSAY,non,Pénétration intempestive sur domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-14,SARCELLES SAINT-BRICE,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-19,ENTRE SAINTE GAUBURGE ET LE MERLERAULT,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-05,CHOISY LE ROI,non,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-21,OSTRICOURT,non,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-03,AIFFRES,non,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-08,THIONVILLE,non,Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-09,ENTRE SAINT-PIERRE DU VAUVRAY ET VAL DE RUEIL,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-17,Perigueux,non,Expédition sans ordre,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-23,LAVAUR,non,Collision contre un obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-22,PIERRELAYE,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-23,POITIERS,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-29,SAINT MAURIENS,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-03,YCHOUX,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-19,ENTRE LE PETIT THERAIN ET SAINT-LEU D'ESSERENT,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27,MARSEILLE,oui,Dégagement de fumée sur matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02,PARIS NORD,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-25,LE FAUGA,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,Gare de Courtalain,oui,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,Sibelin,oui,Incident de marchandise dangereuse,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,Vert Galant,oui,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,Lyon Vaise,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,Gare saint lazare,non,Incident grave,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,Nîmes,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,Entre Achères Ville et Eragny Neuville,non,Incident grave de signalisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,Hourcade,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,Rochy-Condé,non,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,Vigneux-sur-Seine,oui,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,Claveyson,non,Erreur grave de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,Le Treport-Mers-les-Bains,oui,Accostage brutal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,Pantin,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,Villeneuve Saint Georges Triage,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,Neudorf,non,,,,,,,,,,,,,,,,,,,,,,,,,,,
